연월,BPU,쿠폰명,쿠폰ID,쿠폰유형,쿠폰할인
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)18180원 할인,NCPN0001818,플러스,33055.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)36340원 할인,NCPN0003634,플러스,33036.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)36340원 할인,NCPN0003634,플러스,33036.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)18140원 할인,NCPN0001814,플러스,32982.0
2026-05-01,e-영업1,[제휴쿠폰] [황금연휴] 플러스 5% 쿠폰,CPN1685445,플러스,32736.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)17660원 할인,NCPN0001766,플러스,32109.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)17560원 할인,NCPN0001756,플러스,31927.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)34130원 할인,NCPN0003413,플러스,31027.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)17020원 할인,NCPN0001702,플러스,30945.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)33860원 할인,NCPN0003386,플러스,30782.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)33780원 할인,NCPN0003378,플러스,30709.0
2026-05-01,e-영업4,[WEEKEND SALE] 플러스 5% 쿠폰,CPN1697300,플러스,30655.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)33470원 할인,NCPN0003347,플러스,30427.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)16710원 할인,NCPN0001671,플러스,30382.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)16550원 할인,NCPN0001655,플러스,30091.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)11030원 할인,NCPN0001103,플러스,30082.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)33090원 할인,NCPN0003309,플러스,30082.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)31330원 할인,NCPN0003133,플러스,28482.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)10210원 할인,NCPN0001021,플러스,27845.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)10060원 할인,NCPN0001006,플러스,27436.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)30100원 할인,NCPN0003010,플러스,27364.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)15040원 할인,NCPN0001504,플러스,27345.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)15020원 할인,NCPN0001502,플러스,27309.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)30020원 할인,NCPN0003002,플러스,27291.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)9950원 할인,NCPN0000995,플러스,27136.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)29140원 할인,NCPN0002914,플러스,26491.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)29050원 할인,NCPN0002905,플러스,26409.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)4720원 할인,NCPN0000472,플러스,25745.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)7030원 할인,NCPN0000703,플러스,25564.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)27730원 할인,NCPN0002773,플러스,25209.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)13700원 할인,NCPN0001370,플러스,24909.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)9080원 할인,NCPN0000908,플러스,24764.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)27070원 할인,NCPN0002707,플러스,24609.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)8990원 할인,NCPN0000899,플러스,24518.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)13440원 할인,NCPN0001344,플러스,24436.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)26830원 할인,NCPN0002683,플러스,24391.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)8920원 할인,NCPN0000892,플러스,24327.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)26660원 할인,NCPN0002666,플러스,24236.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)26390원 할인,NCPN0002639,플러스,23991.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)26280원 할인,NCPN0002628,플러스,23891.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)12770원 할인,NCPN0001277,플러스,23218.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)25100원 할인,NCPN0002510,플러스,22818.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)12480원 할인,NCPN0001248,플러스,22691.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)12480원 할인,NCPN0001248,플러스,22691.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)12270원 할인,NCPN0001227,플러스,22309.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)8100원 할인,NCPN0000810,플러스,22091.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)8080원 할인,NCPN0000808,플러스,22036.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)24170원 할인,NCPN0002417,플러스,21973.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)12080원 할인,NCPN0001208,플러스,21964.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)11950원 할인,NCPN0001195,플러스,21727.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)23690원 할인,NCPN0002369,플러스,21536.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)23270원 할인,NCPN0002327,플러스,21155.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)22530원 할인,NCPN0002253,플러스,20482.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)7450원 할인,NCPN0000745,플러스,20318.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)21890원 할인,NCPN0002189,플러스,19900.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)21810원 할인,NCPN0002181,플러스,19827.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)10820원 할인,NCPN0001082,플러스,19673.0
2026-05-01,e-영업2,[제휴쿠폰] [황금연휴] 플러스 5% 쿠폰,CPN1685445,플러스,19573.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)10760원 할인,NCPN0001076,플러스,19564.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)21490원 할인,NCPN0002149,플러스,19536.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)5210원 할인,NCPN0000521,플러스,18945.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)20830원 할인,NCPN0002083,플러스,18936.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)20450원 할인,NCPN0002045,플러스,18591.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)20430원 할인,NCPN0002043,플러스,18573.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)6770원 할인,NCPN0000677,플러스,18464.0
2026-05-01,e-영업2,[제휴쿠폰][WEEKEND SALE] 플러스 5% 쿠폰,CPN1693307,플러스,18436.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)20260원 할인,NCPN0002026,플러스,18418.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)20210원 할인,NCPN0002021,플러스,18373.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)10070원 할인,NCPN0001007,플러스,18309.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)19980원 할인,NCPN0001998,플러스,18164.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)9960원 할인,NCPN0000996,플러스,18109.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)9900원 할인,NCPN0000990,플러스,18000.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)19700원 할인,NCPN0001970,플러스,17909.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)1090원 할인,NCPN0000109,플러스,17836.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)9780원 할인,NCPN0000978,플러스,17782.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)19560원 할인,NCPN0001956,플러스,17782.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)9730원 할인,NCPN0000973,플러스,17691.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)9670원 할인,NCPN0000967,플러스,17582.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)19210원 할인,NCPN0001921,플러스,17464.0
2026-05-01,e-영업2,[제휴쿠폰][서머 프리뷰] 플러스 5% 쿠폰,CPN1708750,플러스,17255.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)9410원 할인,NCPN0000941,플러스,17109.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)18310원 할인,NCPN0001831,플러스,16645.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)18300원 할인,NCPN0001830,플러스,16636.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)18280원 할인,NCPN0001828,플러스,16618.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)18260원 할인,NCPN0001826,플러스,16600.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)18240원 할인,NCPN0001824,플러스,16582.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)8980원 할인,NCPN0000898,플러스,16327.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)5860원 할인,NCPN0000586,플러스,15982.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)5680원 할인,NCPN0000568,플러스,15491.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)17020원 할인,NCPN0001702,플러스,15473.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)8470원 할인,NCPN0000847,플러스,15400.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)16830원 할인,NCPN0001683,플러스,15300.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)16710원 할인,NCPN0001671,플러스,15191.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)16360원 할인,NCPN0001636,플러스,14873.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)15990원 할인,NCPN0001599,플러스,14536.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)3980원 할인,NCPN0000398,플러스,14473.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)15810원 할인,NCPN0001581,플러스,14373.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)15810원 할인,NCPN0001581,플러스,14373.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)15790원 할인,NCPN0001579,플러스,14355.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)15760원 할인,NCPN0001576,플러스,14327.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)7810원 할인,NCPN0000781,플러스,14200.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)15500원 할인,NCPN0001550,플러스,14091.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)3780원 할인,NCPN0000378,플러스,13745.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)5010원 할인,NCPN0000501,플러스,13664.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)14770원 할인,NCPN0001477,플러스,13427.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)14690원 할인,NCPN0001469,플러스,13355.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)14570원 할인,NCPN0001457,플러스,13245.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)14570원 할인,NCPN0001457,플러스,13245.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)14550원 할인,NCPN0001455,플러스,13227.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)14510원 할인,NCPN0001451,플러스,13191.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)7140원 할인,NCPN0000714,플러스,12982.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)6940원 할인,NCPN0000694,플러스,12618.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)13810원 할인,NCPN0001381,플러스,12555.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)13620원 할인,NCPN0001362,플러스,12382.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)4510원 할인,NCPN0000451,플러스,12300.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)13440원 할인,NCPN0001344,플러스,12218.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)13230원 할인,NCPN0001323,플러스,12027.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)13170원 할인,NCPN0001317,플러스,11973.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)4330원 할인,NCPN0000433,플러스,11809.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)12880원 할인,NCPN0001288,플러스,11709.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)12600원 할인,NCPN0001260,플러스,11455.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)12550원 할인,NCPN0001255,플러스,11409.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)12430원 할인,NCPN0001243,플러스,11300.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)12330원 할인,NCPN0001233,플러스,11209.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)12170원 할인,NCPN0001217,플러스,11064.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)5980원 할인,NCPN0000598,플러스,10873.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)5950원 할인,NCPN0000595,플러스,10818.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)11790원 할인,NCPN0001179,플러스,10718.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)11490원 할인,NCPN0001149,플러스,10445.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)11080원 할인,NCPN0001108,플러스,10073.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)11010원 할인,NCPN0001101,플러스,10009.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)10930원 할인,NCPN0001093,플러스,9936.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)10880원 할인,NCPN0001088,플러스,9891.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)10730원 할인,NCPN0001073,플러스,9755.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)3570원 할인,NCPN0000357,플러스,9736.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)10700원 할인,NCPN0001070,플러스,9727.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)10650원 할인,NCPN0001065,플러스,9682.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)10290원 할인,NCPN0001029,플러스,9355.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)5110원 할인,NCPN0000511,플러스,9291.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)10210원 할인,NCPN0001021,플러스,9282.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)10090원 할인,NCPN0001009,플러스,9173.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)10040원 할인,NCPN0001004,플러스,9127.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)10000원 할인,NCPN0001000,플러스,9091.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)9970원 할인,NCPN0000997,플러스,9064.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)9960원 할인,NCPN0000996,플러스,9055.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)9800원 할인,NCPN0000980,플러스,8909.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)4880원 할인,NCPN0000488,플러스,8873.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)9730원 할인,NCPN0000973,플러스,8845.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)9700원 할인,NCPN0000970,플러스,8818.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)9430원 할인,NCPN0000943,플러스,8573.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)9190원 할인,NCPN0000919,플러스,8355.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)9070원 할인,NCPN0000907,플러스,8245.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)9030원 할인,NCPN0000903,플러스,8209.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)8980원 할인,NCPN0000898,플러스,8164.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)8970원 할인,NCPN0000897,플러스,8155.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)8960원 할인,NCPN0000896,플러스,8145.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)8870원 할인,NCPN0000887,플러스,8064.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)8830원 할인,NCPN0000883,플러스,8027.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)8830원 할인,NCPN0000883,플러스,8027.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)8550원 할인,NCPN0000855,플러스,7773.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)4210원 할인,NCPN0000421,플러스,7655.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)8320원 할인,NCPN0000832,플러스,7564.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)8090원 할인,NCPN0000809,플러스,7355.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)8070원 할인,NCPN0000807,플러스,7336.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)8040원 할인,NCPN0000804,플러스,7309.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)8030원 할인,NCPN0000803,플러스,7300.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)4010원 할인,NCPN0000401,플러스,7291.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)7950원 할인,NCPN0000795,플러스,7227.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)7940원 할인,NCPN0000794,플러스,7218.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)7930원 할인,NCPN0000793,플러스,7209.0
2026-05-01,e-영업2,[제휴쿠폰][L+DAY] 5% 플러스 쿠폰 (최대 5만원 할인),CPN1697052,플러스,7209.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)7550원 할인,NCPN0000755,플러스,6864.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)7450원 할인,NCPN0000745,플러스,6773.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)2460원 할인,NCPN0000246,플러스,6709.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)7210원 할인,NCPN0000721,플러스,6555.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)7150원 할인,NCPN0000715,플러스,6500.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)7150원 할인,NCPN0000715,플러스,6500.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)7130원 할인,NCPN0000713,플러스,6482.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)7120원 할인,NCPN0000712,플러스,6473.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)7090원 할인,NCPN0000709,플러스,6445.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)7050원 할인,NCPN0000705,플러스,6409.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)7030원 할인,NCPN0000703,플러스,6391.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)6990원 할인,NCPN0000699,플러스,6355.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)6840원 할인,NCPN0000684,플러스,6218.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)6790원 할인,NCPN0000679,플러스,6173.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)6640원 할인,NCPN0000664,플러스,6036.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)6590원 할인,NCPN0000659,플러스,5991.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)6580원 할인,NCPN0000658,플러스,5982.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)6330원 할인,NCPN0000633,플러스,5755.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)6230원 할인,NCPN0000623,플러스,5664.0
2026-05-01,e-영업1,[제휴쿠폰][서머 프리뷰] 플러스 5% 쿠폰,CPN1708750,플러스,5482.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)6030원 할인,NCPN0000603,플러스,5482.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)5820원 할인,NCPN0000582,플러스,5291.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)2860원 할인,NCPN0000286,플러스,5200.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)5700원 할인,NCPN0000570,플러스,5182.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)5460원 할인,NCPN0000546,플러스,4964.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)5460원 할인,NCPN0000546,플러스,4964.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)5330원 할인,NCPN0000533,플러스,4845.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)5110원 할인,NCPN0000511,플러스,4645.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)4860원 할인,NCPN0000486,플러스,4418.0
2026-05-01,e-영업1,[제휴쿠폰][L+DAY] 5% 플러스 쿠폰 (최대 5만원 할인),CPN1697052,플러스,4282.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)4570원 할인,NCPN0000457,플러스,4155.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)4470원 할인,NCPN0000447,플러스,4064.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)4460원 할인,NCPN0000446,플러스,4055.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)2090원 할인,NCPN0000209,플러스,3800.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)4120원 할인,NCPN0000412,플러스,3745.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)3970원 할인,NCPN0000397,플러스,3609.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)3970원 할인,NCPN0000397,플러스,3609.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)3900원 할인,NCPN0000390,플러스,3545.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)3770원 할인,NCPN0000377,플러스,3427.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)3750원 할인,NCPN0000375,플러스,3409.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)3410원 할인,NCPN0000341,플러스,3100.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)3290원 할인,NCPN0000329,플러스,2991.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)3100원 할인,NCPN0000310,플러스,2818.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)3100원 할인,NCPN0000310,플러스,2818.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)2410원 할인,NCPN0000241,플러스,2191.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)2350원 할인,NCPN0000235,플러스,2136.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)1990원 할인,NCPN0000199,플러스,1809.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)1880원 할인,NCPN0000188,플러스,1709.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)1870원 할인,NCPN0000187,플러스,1700.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)1270원 할인,NCPN0000127,플러스,1155.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)10원 할인,NCPN0000001,플러스,45.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)10원 할인,NCPN0000001,플러스,18.0
2026-05-01,e-영업2,[제휴쿠폰][스프링 익스프레스] 플러스 5% 쿠폰,CPN1671455,플러스,-1118.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)6440원 할인,NCPN0000644,플러스,-5855.0
2026-05-01,e-영업1,[제휴쿠폰][스프링 익스프레스] 플러스 5% 쿠폰,CPN1671455,플러스,-6555.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)10120원 할인,NCPN0001012,플러스,-9200.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)11620원 할인,NCPN0001162,플러스,-10564.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)12130원 할인,NCPN0001213,플러스,-11027.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)14540원 할인,NCPN0001454,플러스,-13218.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)14660원 할인,NCPN0001466,플러스,-13327.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)21490원 할인,NCPN0002149,플러스,-19536.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)25290원 할인,NCPN0002529,플러스,-22991.0
2026-05-01,e-영업2,(제휴 최저가 자동 쿠폰)28640원 할인,NCPN0002864,플러스,-26036.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)31710원 할인,NCPN0003171,플러스,-28827.0
2026-05-01,e-영업1,[제휴쿠폰][스프링 익스프레스] 플러스 8% 쿠폰,CPN1671464,플러스,-37073.0
2026-05-01,e-영업1,(제휴 최저가 자동 쿠폰)26480원 할인,NCPN0002648,플러스,-48145.0
2026-05-01,e-영업2,[제휴쿠폰][스프링 익스프레스] 플러스 8% 쿠폰,CPN1671464,플러스,-48973.0
2026-05-01,e-영업4,[블랙앤화이트 외부 고객 10% 플러스할인쿠폰],CPN1584047,플러스,-49564.0
2026-05-01,e-영업3,네이버쇼핑 추가할인 (e-명품_대상: 입점업체),CPN407983,플러스,-91836.0
2026-06-01,e-영업2,[제휴쿠폰][OUTLET] FW역시즌 HOT DEAL 12% 쿠폰,CPN1735269,일반,13200336.0
2026-06-01,e-영업2,[제휴쿠폰][서머슈퍼세일] 15% 일반 쿠폰(이월),CPN1721852,일반,7215618.0
2026-06-01,e-영업1,[제휴쿠폰][서머슈퍼세일] 15% 일반 쿠폰(정상),CPN1721786,일반,5439109.0
2026-06-01,e-영업2,[제휴쿠폰][OUTLET] SUMMER ALL-IN-ONE 12% 쿠폰,CPN1721880,일반,3199764.0
2026-06-01,e-영업2,"[제휴쿠폰][OUTLET]마지막 혜택,SEASON SALE 시작12%쿠폰",CPN1735272,일반,2417445.0
2026-06-01,e-영업2,[제휴쿠폰][OUTLET] 선.착.순. 아울렛 최대혜택 12% 쿠폰,CPN1721916,일반,1273036.0
2026-06-01,e-영업2,[제휴쿠폰][서머슈퍼세일] 15% 일반 쿠폰(정상),CPN1721786,일반,165045.0
2026-06-01,e-영업1,[제휴전용] 12% 할인(IE),CPN703554,일반,52827.0
2026-06-01,e-영업2,[제휴쿠폰][OUTLET] 얼리 바캉스 12% 쿠폰,CPN1735271,일반,38336.0
