날짜,BPU,쿠폰ID,쿠폰명,쿠폰유형,쿠폰할인
2025-09-19,e-영업1,NCPN0002369,(제휴 최저가 자동 쿠폰)23690원 할인,플러스,21536.0
2025-09-19,e-영업2,CPN383518,[제휴전용] 10%추가할인 (이월 ACC),플러스,524300.0
2025-09-19,e-영업2,CPN383905,[제휴전용] 8%추가할인 (이월 골프),플러스,50564.0
2025-09-19,e-영업2,CPN383907,[제휴할인] 5%추가할인 (이월 남성),플러스,54464.0
2025-09-19,e-영업2,CPN384029,[제휴전용] 8%추가할인 (이월 슈즈),플러스,491.0
2025-09-19,e-영업2,CPN384742,[제휴전용] 4%추가할인 (이월 여성),플러스,13218.0
2025-09-19,e-영업2,CPN409201,[제휴전용] 7%추가할인 (이월 여성),플러스,87973.0
2025-09-19,e-영업2,CPN409202,[제휴전용] 9%추가할인 (이월 여성),플러스,345709.0
2025-09-19,e-영업2,CPN409203,[제휴전용] 7%추가할인 (이월 남성),플러스,335673.0
2025-09-19,e-영업2,CPN409204,[제휴전용] 9%추가할인 (이월 남성),플러스,143236.0
2025-09-19,e-영업2,CPN514212,[제휴전용] 8% 추가할인 (이월 골프),플러스,85991.0
2025-09-19,e-영업2,CPN1455843,[제휴쿠폰] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,31782.0
2025-09-19,e-영업2,NCPN0000447,(제휴 최저가 자동 쿠폰)4470원 할인,플러스,4064.0
2025-09-19,e-영업2,NCPN0000593,(제휴 최저가 자동 쿠폰)5930원 할인,플러스,5391.0
2025-09-19,e-영업2,NCPN0000618,(제휴 최저가 자동 쿠폰)6180원 할인,플러스,5618.0
2025-09-19,e-영업2,NCPN0000641,(제휴 최저가 자동 쿠폰)6410원 할인,플러스,5827.0
2025-09-19,e-영업2,NCPN0000802,(제휴 최저가 자동 쿠폰)8020원 할인,플러스,7291.0
2025-09-19,e-영업2,NCPN0000805,(제휴 최저가 자동 쿠폰)8050원 할인,플러스,7318.0
2025-09-19,e-영업2,NCPN0000897,(제휴 최저가 자동 쿠폰)8970원 할인,플러스,8155.0
2025-09-19,e-영업2,NCPN0000899,(제휴 최저가 자동 쿠폰)8990원 할인,플러스,8173.0
2025-09-19,e-영업2,NCPN0000907,(제휴 최저가 자동 쿠폰)9070원 할인,플러스,8245.0
2025-09-19,e-영업2,NCPN0000941,(제휴 최저가 자동 쿠폰)9410원 할인,플러스,-8555.0
2025-09-19,e-영업2,NCPN0000980,(제휴 최저가 자동 쿠폰)9800원 할인,플러스,8909.0
2025-09-19,e-영업2,NCPN0000995,(제휴 최저가 자동 쿠폰)9950원 할인,플러스,9045.0
2025-09-19,e-영업2,NCPN0001000,(제휴 최저가 자동 쿠폰)10000원 할인,플러스,27273.0
2025-09-19,e-영업2,NCPN0001134,(제휴 최저가 자동 쿠폰)11340원 할인,플러스,10309.0
2025-09-19,e-영업2,NCPN0001177,(제휴 최저가 자동 쿠폰)11770원 할인,플러스,10700.0
2025-09-19,e-영업2,NCPN0001223,(제휴 최저가 자동 쿠폰)12230원 할인,플러스,11118.0
2025-09-19,e-영업2,NCPN0001381,(제휴 최저가 자동 쿠폰)13810원 할인,플러스,12555.0
2025-09-19,e-영업2,NCPN0001420,(제휴 최저가 자동 쿠폰)14200원 할인,플러스,12909.0
2025-09-19,e-영업2,NCPN0001451,(제휴 최저가 자동 쿠폰)14510원 할인,플러스,13191.0
2025-09-19,e-영업2,NCPN0001453,(제휴 최저가 자동 쿠폰)14530원 할인,플러스,13209.0
2025-09-19,e-영업2,NCPN0001551,(제휴 최저가 자동 쿠폰)15510원 할인,플러스,14100.0
2025-09-19,e-영업2,NCPN0001581,(제휴 최저가 자동 쿠폰)15810원 할인,플러스,28745.0
2025-09-19,e-영업2,NCPN0001612,(제휴 최저가 자동 쿠폰)16120원 할인,플러스,14655.0
2025-09-19,e-영업2,NCPN0001615,(제휴 최저가 자동 쿠폰)16150원 할인,플러스,14682.0
2025-09-19,e-영업2,NCPN0001669,(제휴 최저가 자동 쿠폰)16690원 할인,플러스,30345.0
2025-09-19,e-영업2,NCPN0001756,(제휴 최저가 자동 쿠폰)17560원 할인,플러스,15964.0
2025-09-19,e-영업2,NCPN0001775,(제휴 최저가 자동 쿠폰)17750원 할인,플러스,32273.0
2025-09-19,e-영업2,NCPN0001818,(제휴 최저가 자동 쿠폰)18180원 할인,플러스,16527.0
2025-09-19,e-영업2,NCPN0001822,(제휴 최저가 자동 쿠폰)18220원 할인,플러스,16564.0
2025-09-19,e-영업2,NCPN0001876,(제휴 최저가 자동 쿠폰)18760원 할인,플러스,17055.0
2025-09-19,e-영업2,NCPN0001920,(제휴 최저가 자동 쿠폰)19200원 할인,플러스,-17455.0
2025-09-19,e-영업2,NCPN0001987,(제휴 최저가 자동 쿠폰)19870원 할인,플러스,-18064.0
2025-09-19,e-영업2,NCPN0002257,(제휴 최저가 자동 쿠폰)22570원 할인,플러스,-20518.0
2025-09-19,e-영업2,NCPN0002783,(제휴 최저가 자동 쿠폰)27830원 할인,플러스,25300.0
2025-09-19,e-영업2,NCPN0003016,(제휴 최저가 자동 쿠폰)30160원 할인,플러스,27418.0
2025-09-19,e-영업2,NCPN0003413,(제휴 최저가 자동 쿠폰)34130원 할인,플러스,-31027.0
2025-09-19,e-영업3,CPN407983,네이버쇼핑 추가할인 (e-명품_대상: 입점업체),플러스,960382.0
2025-09-20,e-영업1,CPN703554,[제휴전용] 12% 할인(IE),일반,6191.0
2025-09-20,e-영업1,CPN1441493,[제휴쿠폰] [TNGT] 서머 파이널 클리어런스 15% 쿠폰,일반,-8618.0
2025-09-20,e-영업1,CPN1449164,[제휴쿠폰] [WOMEN] 9월 인기 아이템 8% 쿠폰,일반,-167945.0
2025-09-20,e-영업2,CPN1444951,[제휴쿠폰][OUTLET] 간절기 NEW IN! 13% 일반쿠폰,일반,-70409.0
2025-09-20,e-영업2,CPN1456221,[제휴쿠폰] [OUTLET] 오직 72시간만 열리는 72마켓 12% 쿠폰,일반,88436.0
2025-09-20,e-영업2,CPN1456273,[제휴쿠폰] [OUTLET] 아울렛페스타 13%쿠폰,일반,7922300.0
2025-09-20,e-영업1,CPN1455843,[제휴쿠폰] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,7436.0
2025-09-20,e-영업1,NCPN0000131,(제휴 최저가 자동 쿠폰)1310원 할인,플러스,1191.0
2025-09-20,e-영업1,NCPN0000457,(제휴 최저가 자동 쿠폰)4570원 할인,플러스,-4155.0
2025-09-20,e-영업1,NCPN0000735,(제휴 최저가 자동 쿠폰)7350원 할인,플러스,-6682.0
2025-09-20,e-영업1,NCPN0000755,(제휴 최저가 자동 쿠폰)7550원 할인,플러스,6864.0
2025-09-20,e-영업1,NCPN0001082,(제휴 최저가 자동 쿠폰)10820원 할인,플러스,9836.0
2025-09-20,e-영업1,NCPN0001454,(제휴 최저가 자동 쿠폰)14540원 할인,플러스,26436.0
2025-09-20,e-영업1,NCPN0001671,(제휴 최저가 자동 쿠폰)16710원 할인,플러스,15191.0
2025-09-20,e-영업2,CPN383518,[제휴전용] 10%추가할인 (이월 ACC),플러스,380136.0
2025-09-20,e-영업2,CPN383905,[제휴전용] 8%추가할인 (이월 골프),플러스,-19164.0
2025-09-20,e-영업2,CPN383907,[제휴할인] 5%추가할인 (이월 남성),플러스,7255.0
2025-09-20,e-영업2,CPN384029,[제휴전용] 8%추가할인 (이월 슈즈),플러스,10582.0
2025-09-20,e-영업2,CPN384742,[제휴전용] 4%추가할인 (이월 여성),플러스,15691.0
2025-09-20,e-영업2,CPN409201,[제휴전용] 7%추가할인 (이월 여성),플러스,71845.0
2025-09-20,e-영업2,CPN409202,[제휴전용] 9%추가할인 (이월 여성),플러스,141136.0
2025-09-20,e-영업2,CPN409203,[제휴전용] 7%추가할인 (이월 남성),플러스,349300.0
2025-09-20,e-영업2,CPN409204,[제휴전용] 9%추가할인 (이월 남성),플러스,50936.0
2025-09-20,e-영업2,CPN514212,[제휴전용] 8% 추가할인 (이월 골프),플러스,130264.0
2025-09-20,e-영업2,CPN1455843,[제휴쿠폰] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,21336.0
2025-09-20,e-영업2,NCPN0000444,(제휴 최저가 자동 쿠폰)4440원 할인,플러스,4036.0
2025-09-20,e-영업2,NCPN0000522,(제휴 최저가 자동 쿠폰)5220원 할인,플러스,4745.0
2025-09-20,e-영업2,NCPN0000565,(제휴 최저가 자동 쿠폰)5650원 할인,플러스,5136.0
2025-09-20,e-영업2,NCPN0000595,(제휴 최저가 자동 쿠폰)5950원 할인,플러스,5409.0
2025-09-20,e-영업2,NCPN0000641,(제휴 최저가 자동 쿠폰)6410원 할인,플러스,5827.0
2025-09-20,e-영업2,NCPN0000697,(제휴 최저가 자동 쿠폰)6970원 할인,플러스,6336.0
2025-09-20,e-영업2,NCPN0000805,(제휴 최저가 자동 쿠폰)8050원 할인,플러스,21955.0
2025-09-20,e-영업2,NCPN0000806,(제휴 최저가 자동 쿠폰)8060원 할인,플러스,-7327.0
2025-09-20,e-영업2,NCPN0000847,(제휴 최저가 자동 쿠폰)8470원 할인,플러스,23100.0
2025-09-20,e-영업2,NCPN0000855,(제휴 최저가 자동 쿠폰)8550원 할인,플러스,7773.0
2025-09-20,e-영업2,NCPN0000892,(제휴 최저가 자동 쿠폰)8920원 할인,플러스,8109.0
2025-09-20,e-영업2,NCPN0000899,(제휴 최저가 자동 쿠폰)8990원 할인,플러스,8173.0
2025-09-20,e-영업2,NCPN0001004,(제휴 최저가 자동 쿠폰)10040원 할인,플러스,9127.0
2025-09-20,e-영업2,NCPN0001072,(제휴 최저가 자동 쿠폰)10720원 할인,플러스,19491.0
2025-09-20,e-영업2,NCPN0001074,(제휴 최저가 자동 쿠폰)10740원 할인,플러스,9764.0
2025-09-20,e-영업2,NCPN0001134,(제휴 최저가 자동 쿠폰)11340원 할인,플러스,20618.0
2025-09-20,e-영업2,NCPN0001213,(제휴 최저가 자동 쿠폰)12130원 할인,플러스,11027.0
2025-09-20,e-영업2,NCPN0001223,(제휴 최저가 자동 쿠폰)12230원 할인,플러스,11118.0
2025-09-20,e-영업2,NCPN0001248,(제휴 최저가 자동 쿠폰)12480원 할인,플러스,11345.0
2025-09-20,e-영업2,NCPN0001288,(제휴 최저가 자동 쿠폰)12880원 할인,플러스,11709.0
2025-09-20,e-영업2,NCPN0001381,(제휴 최저가 자동 쿠폰)13810원 할인,플러스,12555.0
2025-09-20,e-영업2,NCPN0001420,(제휴 최저가 자동 쿠폰)14200원 할인,플러스,51636.0
2025-09-20,e-영업2,NCPN0001466,(제휴 최저가 자동 쿠폰)14660원 할인,플러스,13327.0
2025-09-20,e-영업2,NCPN0001504,(제휴 최저가 자동 쿠폰)15040원 할인,플러스,41018.0
2025-09-20,e-영업2,NCPN0001577,(제휴 최저가 자동 쿠폰)15770원 할인,플러스,-14336.0
2025-09-20,e-영업2,NCPN0001669,(제휴 최저가 자동 쿠폰)16690원 할인,플러스,30345.0
2025-09-20,e-영업2,NCPN0001683,(제휴 최저가 자동 쿠폰)16830원 할인,플러스,15300.0
2025-09-20,e-영업2,NCPN0001756,(제휴 최저가 자동 쿠폰)17560원 할인,플러스,47891.0
2025-09-20,e-영업2,NCPN0001770,(제휴 최저가 자동 쿠폰)17700원 할인,플러스,16091.0
2025-09-20,e-영업2,NCPN0001775,(제휴 최저가 자동 쿠폰)17750원 할인,플러스,32273.0
2025-09-20,e-영업2,NCPN0001796,(제휴 최저가 자동 쿠폰)17960원 할인,플러스,16327.0
2025-09-20,e-영업2,NCPN0001818,(제휴 최저가 자동 쿠폰)18180원 할인,플러스,33055.0
2025-09-20,e-영업2,NCPN0001822,(제휴 최저가 자동 쿠폰)18220원 할인,플러스,33127.0
2025-09-20,e-영업2,NCPN0001828,(제휴 최저가 자동 쿠폰)18280원 할인,플러스,16618.0
2025-09-20,e-영업2,NCPN0001841,(제휴 최저가 자동 쿠폰)18410원 할인,플러스,83682.0
2025-09-20,e-영업2,NCPN0001956,(제휴 최저가 자동 쿠폰)19560원 할인,플러스,17782.0
2025-09-20,e-영업2,NCPN0001970,(제휴 최저가 자동 쿠폰)19700원 할인,플러스,17909.0
2025-09-20,e-영업2,NCPN0001998,(제휴 최저가 자동 쿠폰)19980원 할인,플러스,18164.0
2025-09-20,e-영업2,NCPN0002285,(제휴 최저가 자동 쿠폰)22850원 할인,플러스,20773.0
2025-09-20,e-영업2,NCPN0002348,(제휴 최저가 자동 쿠폰)23480원 할인,플러스,21345.0
2025-09-20,e-영업2,NCPN0002510,(제휴 최저가 자동 쿠폰)25100원 할인,플러스,-68455.0
2025-09-20,e-영업2,NCPN0003010,(제휴 최저가 자동 쿠폰)30100원 할인,플러스,27364.0
2025-09-20,e-영업2,NCPN0003016,(제휴 최저가 자동 쿠폰)30160원 할인,플러스,27418.0
2025-09-20,e-영업3,CPN407983,네이버쇼핑 추가할인 (e-명품_대상: 입점업체),플러스,497500.0
2025-09-21,e-영업1,CPN703554,[제휴전용] 12% 할인(IE),일반,11973.0
2025-09-21,e-영업1,CPN1449164,[제휴쿠폰] [WOMEN] 9월 인기 아이템 8% 쿠폰,일반,31927.0
2025-09-21,e-영업2,CPN1456221,[제휴쿠폰] [OUTLET] 오직 72시간만 열리는 72마켓 12% 쿠폰,일반,117382.0
2025-09-21,e-영업2,CPN1456273,[제휴쿠폰] [OUTLET] 아울렛페스타 13%쿠폰,일반,9923336.0
2025-09-21,e-영업1,CPN1455843,[제휴쿠폰] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,4300.0
2025-09-21,e-영업1,NCPN0000411,(제휴 최저가 자동 쿠폰)4110원 할인,플러스,7473.0
2025-09-21,e-영업1,NCPN0000431,(제휴 최저가 자동 쿠폰)4310원 할인,플러스,47018.0
2025-09-21,e-영업1,NCPN0000501,(제휴 최저가 자동 쿠폰)5010원 할인,플러스,9109.0
2025-09-21,e-영업1,NCPN0000793,(제휴 최저가 자동 쿠폰)7930원 할인,플러스,7209.0
2025-09-21,e-영업1,NCPN0000803,(제휴 최저가 자동 쿠폰)8030원 할인,플러스,7300.0
2025-09-21,e-영업1,NCPN0000892,(제휴 최저가 자동 쿠폰)8920원 할인,플러스,8109.0
2025-09-21,e-영업1,NCPN0002639,(제휴 최저가 자동 쿠폰)26390원 할인,플러스,71973.0
2025-09-21,e-영업1,NCPN0002951,(제휴 최저가 자동 쿠폰)29510원 할인,플러스,26827.0
2025-09-21,e-영업2,CPN383518,[제휴전용] 10%추가할인 (이월 ACC),플러스,563909.0
2025-09-21,e-영업2,CPN383905,[제휴전용] 8%추가할인 (이월 골프),플러스,160073.0
2025-09-21,e-영업2,CPN383907,[제휴할인] 5%추가할인 (이월 남성),플러스,62918.0
2025-09-21,e-영업2,CPN384029,[제휴전용] 8%추가할인 (이월 슈즈),플러스,26273.0
2025-09-21,e-영업2,CPN384742,[제휴전용] 4%추가할인 (이월 여성),플러스,15636.0
2025-09-21,e-영업2,CPN409201,[제휴전용] 7%추가할인 (이월 여성),플러스,165945.0
2025-09-21,e-영업2,CPN409202,[제휴전용] 9%추가할인 (이월 여성),플러스,237218.0
2025-09-21,e-영업2,CPN409203,[제휴전용] 7%추가할인 (이월 남성),플러스,585818.0
2025-09-21,e-영업2,CPN409204,[제휴전용] 9%추가할인 (이월 남성),플러스,136545.0
2025-09-21,e-영업2,CPN514212,[제휴전용] 8% 추가할인 (이월 골프),플러스,46264.0
2025-09-21,e-영업2,CPN1455843,[제휴쿠폰] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,22755.0
2025-09-21,e-영업2,NCPN0000478,(제휴 최저가 자동 쿠폰)4780원 할인,플러스,13036.0
2025-09-21,e-영업2,NCPN0000570,(제휴 최저가 자동 쿠폰)5700원 할인,플러스,5182.0
2025-09-21,e-영업2,NCPN0000585,(제휴 최저가 자동 쿠폰)5850원 할인,플러스,5318.0
2025-09-21,e-영업2,NCPN0000595,(제휴 최저가 자동 쿠폰)5950원 할인,플러스,5409.0
2025-09-21,e-영업2,NCPN0000613,(제휴 최저가 자동 쿠폰)6130원 할인,플러스,5573.0
2025-09-21,e-영업2,NCPN0000735,(제휴 최저가 자동 쿠폰)7350원 할인,플러스,6682.0
2025-09-21,e-영업2,NCPN0000755,(제휴 최저가 자동 쿠폰)7550원 할인,플러스,6864.0
2025-09-21,e-영업2,NCPN0000805,(제휴 최저가 자동 쿠폰)8050원 할인,플러스,36591.0
2025-09-21,e-영업2,NCPN0000809,(제휴 최저가 자동 쿠폰)8090원 할인,플러스,22064.0
2025-09-21,e-영업2,NCPN0000897,(제휴 최저가 자동 쿠폰)8970원 할인,플러스,8155.0
2025-09-21,e-영업2,NCPN0000917,(제휴 최저가 자동 쿠폰)9170원 할인,플러스,16673.0
2025-09-21,e-영업2,NCPN0000941,(제휴 최저가 자동 쿠폰)9410원 할인,플러스,17109.0
2025-09-21,e-영업2,NCPN0000973,(제휴 최저가 자동 쿠폰)9730원 할인,플러스,8845.0
2025-09-21,e-영업2,NCPN0000995,(제휴 최저가 자동 쿠폰)9950원 할인,플러스,18091.0
2025-09-21,e-영업2,NCPN0001074,(제휴 최저가 자동 쿠폰)10740원 할인,플러스,19527.0
2025-09-21,e-영업2,NCPN0001134,(제휴 최저가 자동 쿠폰)11340원 할인,플러스,10309.0
2025-09-21,e-영업2,NCPN0001243,(제휴 최저가 자동 쿠폰)12430원 할인,플러스,11300.0
2025-09-21,e-영업2,NCPN0001248,(제휴 최저가 자동 쿠폰)12480원 할인,플러스,11345.0
2025-09-21,e-영업2,NCPN0001381,(제휴 최저가 자동 쿠폰)13810원 할인,플러스,37664.0
2025-09-21,e-영업2,NCPN0001420,(제휴 최저가 자동 쿠폰)14200원 할인,플러스,38727.0
2025-09-21,e-영업2,NCPN0001491,(제휴 최저가 자동 쿠폰)14910원 할인,플러스,13555.0
2025-09-21,e-영업2,NCPN0001504,(제휴 최저가 자동 쿠폰)15040원 할인,플러스,68364.0
2025-09-21,e-영업2,NCPN0001506,(제휴 최저가 자동 쿠폰)15060원 할인,플러스,13691.0
2025-09-21,e-영업2,NCPN0001587,(제휴 최저가 자동 쿠폰)15870원 할인,플러스,28855.0
2025-09-21,e-영업2,NCPN0001710,(제휴 최저가 자동 쿠폰)17100원 할인,플러스,15545.0
2025-09-21,e-영업2,NCPN0001756,(제휴 최저가 자동 쿠폰)17560원 할인,플러스,111745.0
2025-09-21,e-영업2,NCPN0001841,(제휴 최저가 자동 쿠폰)18410원 할인,플러스,33473.0
2025-09-21,e-영업2,NCPN0001921,(제휴 최저가 자동 쿠폰)19210원 할인,플러스,17464.0
2025-09-21,e-영업2,NCPN0001956,(제휴 최저가 자동 쿠폰)19560원 할인,플러스,17782.0
2025-09-21,e-영업2,NCPN0002045,(제휴 최저가 자동 쿠폰)20450원 할인,플러스,37182.0
2025-09-21,e-영업2,NCPN0002285,(제휴 최저가 자동 쿠폰)22850원 할인,플러스,-20773.0
2025-09-21,e-영업2,NCPN0002299,(제휴 최저가 자동 쿠폰)22990원 할인,플러스,20900.0
2025-09-21,e-영업2,NCPN0002330,(제휴 최저가 자동 쿠폰)23300원 할인,플러스,21182.0
2025-09-21,e-영업2,NCPN0002755,(제휴 최저가 자동 쿠폰)27550원 할인,플러스,25045.0
2025-09-21,e-영업3,CPN407983,네이버쇼핑 추가할인 (e-명품_대상: 입점업체),플러스,577055.0
2025-09-22,e-영업1,CPN703554,[제휴전용] 12% 할인(IE),일반,11782.0
2025-09-22,e-영업1,CPN1449154,[제휴쿠폰] [MEN] 위클리 세일 15% 스페셜 쿠폰,일반,-239591.0
2025-09-22,e-영업1,CPN1449164,[제휴쿠폰] [WOMEN] 9월 인기 아이템 8% 쿠폰,일반,122964.0
2025-09-22,e-영업2,CPN1444951,[제휴쿠폰][OUTLET] 간절기 NEW IN! 13% 일반쿠폰,일반,-175427.0
2025-09-22,e-영업2,CPN1456221,[제휴쿠폰] [OUTLET] 오직 72시간만 열리는 72마켓 12% 쿠폰,일반,55764.0
2025-09-22,e-영업2,CPN1456273,[제휴쿠폰] [OUTLET] 아울렛페스타 13%쿠폰,일반,2363918.0
2025-09-22,e-영업1,CPN1455843,[제휴쿠폰] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,15309.0
2025-09-22,e-영업1,CPN1459393,[제휴쿠폰] [연휴의 모든 순간] 플러스쿠폰 6%,플러스,10955.0
2025-09-22,e-영업1,NCPN0000431,(제휴 최저가 자동 쿠폰)4310원 할인,플러스,3918.0
2025-09-22,e-영업1,NCPN0001374,(제휴 최저가 자동 쿠폰)13740원 할인,플러스,12491.0
2025-09-22,e-영업1,NCPN0001502,(제휴 최저가 자동 쿠폰)15020원 할인,플러스,13655.0
2025-09-22,e-영업1,NCPN0001987,(제휴 최저가 자동 쿠폰)19870원 할인,플러스,-18064.0
2025-09-22,e-영업1,NCPN0001991,(제휴 최저가 자동 쿠폰)19910원 할인,플러스,18100.0
2025-09-22,e-영업1,NCPN0002000,(제휴 최저가 자동 쿠폰)20000원 할인,플러스,18182.0
2025-09-22,e-영업1,NCPN0002323,(제휴 최저가 자동 쿠폰)23230원 할인,플러스,21118.0
2025-09-22,e-영업1,NCPN0002417,(제휴 최저가 자동 쿠폰)24170원 할인,플러스,21973.0
2025-09-22,e-영업1,NCPN0002496,(제휴 최저가 자동 쿠폰)24960원 할인,플러스,-22691.0
2025-09-22,e-영업1,NCPN0002639,(제휴 최저가 자동 쿠폰)26390원 할인,플러스,-23991.0
2025-09-22,e-영업1,NCPN0002905,(제휴 최저가 자동 쿠폰)29050원 할인,플러스,26409.0
2025-09-22,e-영업1,NCPN0003634,(제휴 최저가 자동 쿠폰)36340원 할인,플러스,33036.0
2025-09-22,e-영업2,CPN383518,[제휴전용] 10%추가할인 (이월 ACC),플러스,286982.0
2025-09-22,e-영업2,CPN383905,[제휴전용] 8%추가할인 (이월 골프),플러스,137655.0
2025-09-22,e-영업2,CPN383907,[제휴할인] 5%추가할인 (이월 남성),플러스,52536.0
2025-09-22,e-영업2,CPN384029,[제휴전용] 8%추가할인 (이월 슈즈),플러스,109736.0
2025-09-22,e-영업2,CPN384742,[제휴전용] 4%추가할인 (이월 여성),플러스,23873.0
2025-09-22,e-영업2,CPN409201,[제휴전용] 7%추가할인 (이월 여성),플러스,-170655.0
2025-09-22,e-영업2,CPN409202,[제휴전용] 9%추가할인 (이월 여성),플러스,160409.0
2025-09-22,e-영업2,CPN409203,[제휴전용] 7%추가할인 (이월 남성),플러스,7891.0
2025-09-22,e-영업2,CPN409204,[제휴전용] 9%추가할인 (이월 남성),플러스,-6436.0
2025-09-22,e-영업2,CPN514212,[제휴전용] 8% 추가할인 (이월 골프),플러스,130191.0
2025-09-22,e-영업2,CPN1459393,[제휴쿠폰] [연휴의 모든 순간] 플러스쿠폰 6%,플러스,18273.0
2025-09-22,e-영업2,NCPN0000478,(제휴 최저가 자동 쿠폰)4780원 할인,플러스,4345.0
2025-09-22,e-영업2,NCPN0000533,(제휴 최저가 자동 쿠폰)5330원 할인,플러스,4845.0
2025-09-22,e-영업2,NCPN0000546,(제휴 최저가 자동 쿠폰)5460원 할인,플러스,-4964.0
2025-09-22,e-영업2,NCPN0000582,(제휴 최저가 자동 쿠폰)5820원 할인,플러스,5291.0
2025-09-22,e-영업2,NCPN0000648,(제휴 최저가 자동 쿠폰)6480원 할인,플러스,5891.0
2025-09-22,e-영업2,NCPN0000705,(제휴 최저가 자동 쿠폰)7050원 할인,플러스,6409.0
2025-09-22,e-영업2,NCPN0000724,(제휴 최저가 자동 쿠폰)7240원 할인,플러스,6582.0
2025-09-22,e-영업2,NCPN0000731,(제휴 최저가 자동 쿠폰)7310원 할인,플러스,6645.0
2025-09-22,e-영업2,NCPN0000734,(제휴 최저가 자동 쿠폰)7340원 할인,플러스,33364.0
2025-09-22,e-영업2,NCPN0000751,(제휴 최저가 자동 쿠폰)7510원 할인,플러스,-6827.0
2025-09-22,e-영업2,NCPN0000755,(제휴 최저가 자동 쿠폰)7550원 할인,플러스,6864.0
2025-09-22,e-영업2,NCPN0000847,(제휴 최저가 자동 쿠폰)8470원 할인,플러스,7700.0
2025-09-22,e-영업2,NCPN0000892,(제휴 최저가 자동 쿠폰)8920원 할인,플러스,8109.0
2025-09-22,e-영업2,NCPN0000896,(제휴 최저가 자동 쿠폰)8960원 할인,플러스,8145.0
2025-09-22,e-영업2,NCPN0000904,(제휴 최저가 자동 쿠폰)9040원 할인,플러스,8218.0
2025-09-22,e-영업2,NCPN0000967,(제휴 최저가 자동 쿠폰)9670원 할인,플러스,8791.0
2025-09-22,e-영업2,NCPN0000980,(제휴 최저가 자동 쿠폰)9800원 할인,플러스,-8909.0
2025-09-22,e-영업2,NCPN0000996,(제휴 최저가 자동 쿠폰)9960원 할인,플러스,9055.0
2025-09-22,e-영업2,NCPN0001005,(제휴 최저가 자동 쿠폰)10050원 할인,플러스,9136.0
2025-09-22,e-영업2,NCPN0001073,(제휴 최저가 자동 쿠폰)10730원 할인,플러스,9755.0
2025-09-22,e-영업2,NCPN0001134,(제휴 최저가 자동 쿠폰)11340원 할인,플러스,10309.0
2025-09-22,e-영업2,NCPN0001195,(제휴 최저가 자동 쿠폰)11950원 할인,플러스,10864.0
2025-09-22,e-영업2,NCPN0001208,(제휴 최저가 자동 쿠폰)12080원 할인,플러스,10982.0
2025-09-22,e-영업2,NCPN0001223,(제휴 최저가 자동 쿠폰)12230원 할인,플러스,22236.0
2025-09-22,e-영업2,NCPN0001343,(제휴 최저가 자동 쿠폰)13430원 할인,플러스,12209.0
2025-09-22,e-영업2,NCPN0001381,(제휴 최저가 자동 쿠폰)13810원 할인,플러스,25109.0
2025-09-22,e-영업2,NCPN0001403,(제휴 최저가 자동 쿠폰)14030원 할인,플러스,-12755.0
2025-09-22,e-영업2,NCPN0001420,(제휴 최저가 자동 쿠폰)14200원 할인,플러스,38727.0
2025-09-22,e-영업2,NCPN0001466,(제휴 최저가 자동 쿠폰)14660원 할인,플러스,26655.0
2025-09-22,e-영업2,NCPN0001504,(제휴 최저가 자동 쿠폰)15040원 할인,플러스,-13673.0
2025-09-22,e-영업2,NCPN0001576,(제휴 최저가 자동 쿠폰)15760원 할인,플러스,14327.0
2025-09-22,e-영업2,NCPN0001581,(제휴 최저가 자동 쿠폰)15810원 할인,플러스,14373.0
2025-09-22,e-영업2,NCPN0001601,(제휴 최저가 자동 쿠폰)16010원 할인,플러스,14555.0
2025-09-22,e-영업2,NCPN0001615,(제휴 최저가 자동 쿠폰)16150원 할인,플러스,29364.0
2025-09-22,e-영업2,NCPN0001668,(제휴 최저가 자동 쿠폰)16680원 할인,플러스,15164.0
2025-09-22,e-영업2,NCPN0001671,(제휴 최저가 자동 쿠폰)16710원 할인,플러스,15191.0
2025-09-22,e-영업2,NCPN0001756,(제휴 최저가 자동 쿠폰)17560원 할인,플러스,15964.0
2025-09-22,e-영업2,NCPN0001814,(제휴 최저가 자동 쿠폰)18140원 할인,플러스,-16491.0
2025-09-22,e-영업2,NCPN0001815,(제휴 최저가 자동 쿠폰)18150원 할인,플러스,16500.0
2025-09-22,e-영업2,NCPN0001956,(제휴 최저가 자동 쿠폰)19560원 할인,플러스,17782.0
2025-09-22,e-영업2,NCPN0001991,(제휴 최저가 자동 쿠폰)19910원 할인,플러스,18100.0
2025-09-22,e-영업2,NCPN0001998,(제휴 최저가 자동 쿠폰)19980원 할인,플러스,36327.0
2025-09-22,e-영업2,NCPN0002045,(제휴 최저가 자동 쿠폰)20450원 할인,플러스,-37182.0
2025-09-22,e-영업2,NCPN0002330,(제휴 최저가 자동 쿠폰)23300원 할인,플러스,21182.0
2025-09-22,e-영업2,NCPN0002510,(제휴 최저가 자동 쿠폰)25100원 할인,플러스,22818.0
